datetime,station_antwerp,station_paris,station_london
2019-06-02 05:00:00,,23.2,37.0
2019-06-02 06:00:00,,24.5,37.0
2019-06-02 07:00:00,,37.2,32.0
2019-06-02 08:00:00,,24.1,32.0
2019-06-02 09:00:00,,18.1,30.0
2019-06-02 10:00:00,,19.5,32.0
2019-06-02 11:00:00,,21.0,35.0
2019-06-02 12:00:00,,18.1,36.0
2019-06-02 13:00:00,,13.1,35.0
2019-06-02 14:00:00,,11.5,34.0
2019-06-02 15:00:00,,13.0,36.0
2019-06-02 16:00:00,,15.0,33.0
2019-06-02 17:00:00,,13.9,32.0
2019-06-02 18:00:00,,14.4,32.0
2019-06-02 19:00:00,,14.4,34.0
2019-06-02 20:00:00,,15.6,34.0
2019-06-02 21:00:00,,25.8,32.0
2019-06-02 22:00:00,,40.9,28.0
2019-06-02 23:00:00,,36.9,27.0
2019-06-03 00:00:00,,27.6,27.0
2019-06-03 01:00:00,,17.9,21.0
2019-06-03 02:00:00,,15.7,21.0
2019-06-03 03:00:00,,11.8,11.0
2019-06-03 04:00:00,,11.7,11.0
2019-06-03 05:00:00,,9.8,3.0
2019-06-03 06:00:00,,11.4,3.0
2019-06-03 07:00:00,,29.0,5.0
2019-06-03 08:00:00,,44.1,6.0
2019-06-03 09:00:00,,50.0,7.0
2019-06-03 10:00:00,,43.9,5.0
2019-06-03 11:00:00,,46.0,11.0
2019-06-03 12:00:00,,31.7,16.0
2019-06-03 13:00:00,,27.5,14.0
2019-06-03 14:00:00,,22.1,15.0
2019-06-03 15:00:00,,25.8,17.0
2019-06-03 16:00:00,,23.2,21.0
2019-06-03 17:00:00,,24.8,22.0
2019-06-03 18:00:00,,25.3,24.0
2019-06-03 19:00:00,,24.4,24.0
2019-06-03 20:00:00,,23.1,23.0
2019-06-03 21:00:00,,28.9,20.0
2019-06-03 22:00:00,,33.0,20.0
2019-06-03 23:00:00,,31.1,17.0
2019-06-04 00:00:00,,30.5,17.0
2019-06-04 01:00:00,,44.6,12.0
2019-06-04 02:00:00,,52.4,12.0
2019-06-04 03:00:00,,43.9,8.0
2019-06-04 04:00:00,,35.0,8.0
2019-06-04 05:00:00,,41.6,5.0
2019-06-04 06:00:00,,28.8,5.0
2019-06-04 07:00:00,,36.5,14.0
2019-06-04 08:00:00,,47.7,18.0
2019-06-04 09:00:00,,53.5,22.0
2019-06-04 10:00:00,,50.8,35.0
2019-06-04 11:00:00,,38.5,31.0
2019-06-04 12:00:00,,23.3,32.0
2019-06-04 13:00:00,,19.6,35.0
2019-06-04 14:00:00,,17.7,37.0
2019-06-04 15:00:00,,17.4,36.0
2019-06-04 16:00:00,,18.1,38.0
2019-06-04 17:00:00,,21.5,38.0
2019-06-04 18:00:00,,26.3,40.0
2019-06-04 19:00:00,,23.4,29.0
2019-06-04 20:00:00,,25.2,20.0
2019-06-04 21:00:00,,17.0,18.0
2019-06-04 22:00:00,,16.9,17.0
2019-06-04 23:00:00,,26.3,17.0
2019-06-05 00:00:00,,33.5,17.0
2019-06-05 01:00:00,,17.8,13.0
2019-06-05 02:00:00,,15.7,13.0
2019-06-05 03:00:00,15.0,10.8,4.0
2019-06-05 04:00:00,,12.4,4.0
2019-06-05 05:00:00,,16.2,6.0
2019-06-05 06:00:00,,24.5,6.0
2019-06-05 07:00:00,,39.2,2.0
2019-06-05 08:00:00,,35.8,1.0
2019-06-05 09:00:00,,36.9,0.0
2019-06-05 10:00:00,,35.3,0.0
2019-06-05 11:00:00,,36.8,5.0
2019-06-05 12:00:00,,42.1,7.0
2019-06-05 13:00:00,,59.0,9.0
2019-06-05 14:00:00,,47.2,14.0
2019-06-05 15:00:00,,33.6,20.0
2019-06-05 16:00:00,,38.3,20.0
2019-06-05 17:00:00,,53.5,19.0
2019-06-05 18:00:00,,37.9,19.0
2019-06-05 19:00:00,,48.8,19.0
2019-06-05 20:00:00,,40.8,19.0
2019-06-05 21:00:00,,37.8,19.0
2019-06-05 22:00:00,,37.5,19.0
2019-06-05 23:00:00,,33.7,17.0
2019-06-06 00:00:00,,30.3,17.0
2019-06-06 01:00:00,,31.8,8.0
2019-06-06 02:00:00,,23.8,
2019-06-06 03:00:00,,18.0,4.0
2019-06-06 04:00:00,,15.2,4.0
2019-06-06 05:00:00,,19.2,0.0
2019-06-06 06:00:00,,28.4,0.0
2019-06-06 07:00:00,,40.3,1.0
2019-06-06 08:00:00,,40.5,3.0
2019-06-06 09:00:00,,43.1,0.0
2019-06-06 10:00:00,,36.0,1.0
2019-06-06 11:00:00,,26.0,7.0
2019-06-06 12:00:00,,21.2,7.0
2019-06-06 13:00:00,,16.4,12.0
2019-06-06 14:00:00,,16.5,10.0
2019-06-06 15:00:00,,16.0,11.0
2019-06-06 16:00:00,,15.1,16.0
2019-06-06 17:00:00,,,22.0
2019-06-06 18:00:00,,,24.0
2019-06-06 19:00:00,,,24.0
2019-06-06 20:00:00,,,24.0
2019-06-06 21:00:00,,,22.0
2019-06-06 22:00:00,,,24.0
2019-06-06 23:00:00,,,21.0
2019-06-07 00:00:00,,,21.0
2019-06-07 01:00:00,,,23.0
2019-06-07 02:00:00,,,23.0
2019-06-07 03:00:00,,,27.0
2019-06-07 04:00:00,,,27.0
2019-06-07 05:00:00,,,23.0
2019-06-07 06:00:00,,,23.0
2019-06-07 07:00:00,,,25.0
2019-06-07 08:00:00,,28.9,23.0
2019-06-07 09:00:00,,23.0,24.0
2019-06-07 10:00:00,,29.3,25.0
2019-06-07 11:00:00,,34.5,23.0
2019-06-07 12:00:00,,32.1,25.0
2019-06-07 13:00:00,,26.7,27.0
2019-06-07 14:00:00,,17.8,20.0
2019-06-07 15:00:00,,15.0,15.0
2019-06-07 16:00:00,,13.1,15.0
2019-06-07 17:00:00,,15.6,21.0
2019-06-07 18:00:00,,19.5,24.0
2019-06-07 19:00:00,,19.5,27.0
2019-06-07 20:00:00,,19.1,35.0
2019-06-07 21:00:00,,19.9,36.0
2019-06-07 22:00:00,,19.4,35.0
2019-06-07 23:00:00,,16.3,
2019-06-08 00:00:00,,14.7,33.0
2019-06-08 01:00:00,,14.4,28.0
2019-06-08 02:00:00,,11.3,
2019-06-08 03:00:00,,9.6,7.0
2019-06-08 04:00:00,,8.4,7.0
2019-06-08 05:00:00,,9.8,3.0
2019-06-08 06:00:00,,10.7,3.0
2019-06-08 07:00:00,,14.1,2.0
2019-06-08 08:00:00,,13.8,3.0
2019-06-08 09:00:00,,14.0,4.0
2019-06-08 10:00:00,,13.0,2.0
2019-06-08 11:00:00,,11.7,3.0
2019-06-08 12:00:00,,10.3,4.0
2019-06-08 13:00:00,,10.4,8.0
2019-06-08 14:00:00,,9.2,10.0
2019-06-08 15:00:00,,11.1,13.0
2019-06-08 16:00:00,,10.3,17.0
2019-06-08 17:00:00,,11.7,19.0
2019-06-08 18:00:00,,14.1,20.0
2019-06-08 19:00:00,,14.8,20.0
2019-06-08 20:00:00,,22.0,19.0
2019-06-08 21:00:00,,,17.0
2019-06-08 22:00:00,,,16.0
2019-06-08 23:00:00,,36.7,
2019-06-09 00:00:00,,34.8,20.0
2019-06-09 01:00:00,,47.0,10.0
2019-06-09 02:00:00,,55.9,10.0
2019-06-09 03:00:00,10.0,41.0,7.0
2019-06-09 04:00:00,,51.2,7.0
2019-06-09 05:00:00,,51.5,1.0
2019-06-09 06:00:00,,43.0,1.0
2019-06-09 07:00:00,,42.2,5.0
2019-06-09 08:00:00,,36.7,1.0
2019-06-09 09:00:00,,32.7,0.0
2019-06-09 10:00:00,,30.2,0.0
2019-06-09 11:00:00,,25.0,2.0
2019-06-09 12:00:00,,16.6,5.0
2019-06-09 13:00:00,,14.6,8.0
2019-06-09 14:00:00,,14.6,13.0
2019-06-09 15:00:00,,10.2,17.0
2019-06-09 16:00:00,,7.9,19.0
2019-06-09 17:00:00,,7.2,24.0
2019-06-09 18:00:00,,10.3,26.0
2019-06-09 19:00:00,,13.0,20.0
2019-06-09 20:00:00,,19.5,21.0
2019-06-09 21:00:00,,30.6,21.0
2019-06-09 22:00:00,,33.2,22.0
2019-06-09 23:00:00,,30.9,
2019-06-10 00:00:00,,37.1,24.0
2019-06-10 01:00:00,,39.9,21.0
2019-06-10 02:00:00,,28.1,21.0
2019-06-10 03:00:00,18.5,19.3,25.0
2019-06-10 04:00:00,,17.8,25.0
2019-06-10 05:00:00,,18.0,24.0
2019-06-10 06:00:00,,13.7,24.0
2019-06-10 07:00:00,,21.3,24.0
2019-06-10 08:00:00,,26.7,22.0
2019-06-10 09:00:00,,23.0,27.0
2019-06-10 10:00:00,,16.9,34.0
2019-06-10 11:00:00,,18.5,45.0
2019-06-10 12:00:00,,14.1,41.0
2019-06-10 13:00:00,,12.2,45.0
2019-06-10 14:00:00,,11.7,51.0
2019-06-10 15:00:00,,9.6,40.0
2019-06-10 16:00:00,,9.5,40.0
2019-06-10 17:00:00,,11.7,31.0
2019-06-10 18:00:00,,15.1,28.0
2019-06-10 19:00:00,,19.1,26.0
2019-06-10 20:00:00,,18.4,25.0
2019-06-10 21:00:00,,22.3,26.0
2019-06-10 22:00:00,,22.6,24.0
2019-06-10 23:00:00,,23.5,23.0
2019-06-11 00:00:00,,24.8,23.0
2019-06-11 01:00:00,,24.1,15.0
2019-06-11 02:00:00,,19.6,15.0
2019-06-11 03:00:00,7.5,19.1,16.0
2019-06-11 04:00:00,,29.6,16.0
2019-06-11 05:00:00,,32.3,13.0
2019-06-11 06:00:00,,52.7,13.0
2019-06-11 07:00:00,,58.7,17.0
2019-06-11 08:00:00,,55.4,18.0
2019-06-11 09:00:00,,58.0,21.0
2019-06-11 10:00:00,,43.6,23.0
2019-06-11 11:00:00,,31.7,22.0
2019-06-11 12:00:00,,22.1,22.0
2019-06-11 13:00:00,,17.3,23.0
2019-06-11 14:00:00,,12.6,26.0
2019-06-11 15:00:00,,13.1,35.0
2019-06-11 16:00:00,,16.6,31.0
2019-06-11 17:00:00,,19.8,31.0
2019-06-11 18:00:00,,22.6,30.0
2019-06-11 19:00:00,,35.5,31.0
2019-06-11 20:00:00,,44.6,30.0
2019-06-11 21:00:00,,36.1,22.0
2019-06-11 22:00:00,,42.7,22.0
2019-06-11 23:00:00,,54.1,20.0
2019-06-12 00:00:00,,59.4,20.0
2019-06-12 01:00:00,,41.5,15.0
2019-06-12 02:00:00,,37.2,
2019-06-12 03:00:00,21.0,41.9,
2019-06-12 04:00:00,,34.7,11.0
2019-06-12 05:00:00,,36.3,9.0
2019-06-12 06:00:00,,44.9,9.0
2019-06-12 07:00:00,,42.7,12.0
2019-06-12 08:00:00,,38.4,17.0
2019-06-12 09:00:00,,44.4,20.0
2019-06-12 10:00:00,,35.5,22.0
2019-06-12 11:00:00,,26.7,25.0
2019-06-12 12:00:00,,0.0,35.0
2019-06-12 13:00:00,,0.0,33.0
2019-06-12 14:00:00,,15.4,33.0
2019-06-12 15:00:00,,17.9,35.0
2019-06-12 16:00:00,,20.3,42.0
2019-06-12 17:00:00,,16.8,45.0
2019-06-12 18:00:00,,23.6,43.0
2019-06-12 19:00:00,,24.2,45.0
2019-06-12 20:00:00,,25.3,33.0
2019-06-12 21:00:00,,23.4,41.0
2019-06-12 22:00:00,,29.2,43.0
2019-06-12 23:00:00,,29.3,
2019-06-13 00:00:00,,25.6,35.0
2019-06-13 01:00:00,,26.9,29.0
2019-06-13 02:00:00,,20.0,
2019-06-13 03:00:00,28.5,18.7,26.0
2019-06-13 04:00:00,,18.0,26.0
2019-06-13 05:00:00,,18.8,16.0
2019-06-13 06:00:00,,24.6,16.0
2019-06-13 07:00:00,,37.0,19.0
2019-06-13 08:00:00,,39.8,21.0
2019-06-13 09:00:00,,40.9,19.0
2019-06-13 10:00:00,,35.3,16.0
2019-06-13 11:00:00,,30.2,18.0
2019-06-13 12:00:00,,24.5,19.0
2019-06-13 13:00:00,,22.7,19.0
2019-06-13 14:00:00,,17.9,16.0
2019-06-13 15:00:00,,18.2,15.0
2019-06-13 16:00:00,,19.4,13.0
2019-06-13 17:00:00,,28.8,11.0
2019-06-13 18:00:00,,36.1,15.0
2019-06-13 19:00:00,,38.2,14.0
2019-06-13 20:00:00,,24.0,13.0
2019-06-13 21:00:00,,27.5,14.0
2019-06-13 22:00:00,,31.5,15.0
2019-06-13 23:00:00,,58.8,15.0
2019-06-14 00:00:00,,77.9,15.0
2019-06-14 01:00:00,,78.3,13.0
2019-06-14 02:00:00,,74.2,
2019-06-14 03:00:00,,68.1,8.0
2019-06-14 04:00:00,,66.6,8.0
2019-06-14 05:00:00,,48.5,6.0
2019-06-14 06:00:00,,37.9,6.0
2019-06-14 07:00:00,,49.3,13.0
2019-06-14 08:00:00,,64.3,11.0
2019-06-14 09:00:00,,51.5,11.0
2019-06-14 10:00:00,,34.3,14.0
2019-06-14 11:00:00,36.5,27.9,13.0
2019-06-14 12:00:00,,25.1,13.0
2019-06-14 13:00:00,,21.8,15.0
2019-06-14 14:00:00,,17.1,16.0
2019-06-14 15:00:00,,15.4,22.0
2019-06-14 16:00:00,,14.2,25.0
2019-06-14 17:00:00,,15.2,25.0
2019-06-14 18:00:00,,18.9,26.0
2019-06-14 19:00:00,,16.6,27.0
2019-06-14 20:00:00,,19.0,26.0
2019-06-14 21:00:00,,25.0,26.0
2019-06-14 22:00:00,,41.9,25.0
2019-06-14 23:00:00,,55.0,26.0
2019-06-15 00:00:00,,35.3,26.0
2019-06-15 01:00:00,,32.1,26.0
2019-06-15 02:00:00,,29.6,
2019-06-15 03:00:00,17.5,29.0,
2019-06-15 04:00:00,,33.9,
2019-06-15 05:00:00,,,10.0
2019-06-15 06:00:00,,,10.0
2019-06-15 07:00:00,,,13.0
2019-06-15 08:00:00,,35.8,13.0
2019-06-15 09:00:00,,24.1,8.0
2019-06-15 10:00:00,,17.6,8.0
2019-06-15 11:00:00,,14.0,12.0
2019-06-15 12:00:00,,12.1,14.0
2019-06-15 13:00:00,,11.1,13.0
2019-06-15 14:00:00,,9.4,18.0
2019-06-15 15:00:00,,9.0,17.0
2019-06-15 16:00:00,,9.6,18.0
2019-06-15 17:00:00,,10.5,18.0
2019-06-15 18:00:00,,10.7,20.0
2019-06-15 19:00:00,,11.1,22.0
2019-06-15 20:00:00,,14.0,22.0
2019-06-15 21:00:00,,14.2,21.0
2019-06-15 22:00:00,,15.2,20.0
2019-06-15 23:00:00,,17.2,19.0
2019-06-16 00:00:00,,20.1,19.0
2019-06-16 01:00:00,,22.6,15.0
2019-06-16 02:00:00,,16.5,15.0
2019-06-16 03:00:00,42.5,12.8,12.0
2019-06-16 04:00:00,,11.4,12.0
2019-06-16 05:00:00,,11.2,10.0
2019-06-16 06:00:00,,11.7,10.0
2019-06-16 07:00:00,,14.0,8.0
2019-06-16 08:00:00,,11.6,5.0
2019-06-16 09:00:00,,10.2,4.0
2019-06-16 10:00:00,,9.9,5.0
2019-06-16 11:00:00,,9.4,6.0
2019-06-16 12:00:00,,8.7,6.0
2019-06-16 13:00:00,,12.9,10.0
2019-06-16 14:00:00,,11.2,16.0
2019-06-16 15:00:00,,8.7,23.0
2019-06-16 16:00:00,,8.1,26.0
2019-06-16 17:00:00,,8.4,29.0
2019-06-16 18:00:00,,9.2,29.0
2019-06-16 19:00:00,,11.8,28.0
2019-06-16 20:00:00,,12.3,28.0
2019-06-16 21:00:00,,14.4,27.0
2019-06-16 22:00:00,,23.3,25.0
2019-06-16 23:00:00,,42.7,
2019-06-17 00:00:00,,56.6,23.0
2019-06-17 01:00:00,,67.3,17.0
2019-06-17 02:00:00,,69.3,17.0
2019-06-17 03:00:00,42.0,58.8,14.0
2019-06-17 04:00:00,35.5,53.1,14.0
2019-06-17 05:00:00,36.0,49.1,11.0
2019-06-17 06:00:00,39.5,45.7,11.0
2019-06-17 07:00:00,42.5,44.8,12.0
2019-06-17 08:00:00,43.5,52.3,13.0
2019-06-17 09:00:00,45.0,54.4,13.0
2019-06-17 10:00:00,41.0,51.6,11.0
2019-06-17 11:00:00,,30.4,11.0
2019-06-17 12:00:00,,16.0,11.0
2019-06-17 13:00:00,,15.2,
2019-06-17 14:00:00,,10.1,
2019-06-17 15:00:00,,9.6,
2019-06-17 16:00:00,,11.5,
2019-06-17 17:00:00,,13.1,
2019-06-17 18:00:00,,11.9,
2019-06-17 19:00:00,,14.9,
2019-06-17 20:00:00,,15.4,
2019-06-17 21:00:00,,15.2,
2019-06-17 22:00:00,,20.5,
2019-06-17 23:00:00,,38.3,
2019-06-18 00:00:00,,51.0,
2019-06-18 01:00:00,,73.3,
2019-06-18 02:00:00,,66.2,
2019-06-18 03:00:00,,60.1,
2019-06-18 04:00:00,,39.8,
2019-06-18 05:00:00,,45.5,
2019-06-18 06:00:00,,26.5,
2019-06-18 07:00:00,,33.8,
2019-06-18 08:00:00,,51.4,
2019-06-18 09:00:00,,52.6,
2019-06-18 10:00:00,,49.6,
2019-06-18 21:00:00,,15.3,
2019-06-18 22:00:00,,17.0,
2019-06-18 23:00:00,,23.1,
2019-06-19 00:00:00,,39.3,
2019-06-19 11:00:00,,27.3,
2019-06-19 12:00:00,,26.6,
2019-06-20 15:00:00,,19.4,
2019-06-20 16:00:00,,20.1,
2019-06-20 17:00:00,,19.3,
2019-06-20 18:00:00,,19.0,
2019-06-20 19:00:00,,23.2,
2019-06-20 20:00:00,,23.9,
2019-06-20 21:00:00,,25.3,
2019-06-20 22:00:00,,21.4,
2019-06-20 23:00:00,,24.9,
2019-06-21 00:00:00,,26.5,
2019-06-21 01:00:00,,21.8,
2019-06-21 02:00:00,,20.0,
