city,country,date.utc,location,parameter,value,unit
Paris,FR,2019-06-04 10:00:00+00:00,FR04014,no2,23.3,µg/m³
Paris,FR,2019-06-04 09:00:00+00:00,FR04014,no2,38.5,µg/m³
Paris,FR,2019-06-04 08:00:00+00:00,FR04014,no2,50.8,µg/m³
Paris,FR,2019-06-04 07:00:00+00:00,FR04014,no2,53.5,µg/m³
Paris,FR,2019-06-04 06:00:00+00:00,FR04014,no2,47.7,µg/m³
Paris,FR,2019-06-04 05:00:00+00:00,FR04014,no2,36.5,µg/m³
Paris,FR,2019-06-04 04:00:00+00:00,FR04014,no2,28.8,µg/m³
Paris,FR,2019-06-04 03:00:00+00:00,FR04014,no2,41.6,µg/m³
Paris,FR,2019-06-04 02:00:00+00:00,FR04014,no2,35.0,µg/m³
Paris,FR,2019-06-04 01:00:00+00:00,FR04014,no2,43.9,µg/m³
Paris,FR,2019-06-04 00:00:00+00:00,FR04014,no2,52.4,µg/m³
Paris,FR,2019-06-03 23:00:00+00:00,FR04014,no2,44.6,µg/m³
Paris,FR,2019-06-03 22:00:00+00:00,FR04014,no2,30.5,µg/m³
Paris,FR,2019-06-03 21:00:00+00:00,FR04014,no2,31.1,µg/m³
Paris,FR,2019-06-03 20:00:00+00:00,FR04014,no2,33.0,µg/m³
Paris,FR,2019-06-03 19:00:00+00:00,FR04014,no2,28.9,µg/m³
Paris,FR,2019-06-03 18:00:00+00:00,FR04014,no2,23.1,µg/m³
Paris,FR,2019-06-03 17:00:00+00:00,FR04014,no2,24.4,µg/m³
Paris,FR,2019-06-03 16:00:00+00:00,FR04014,no2,25.3,µg/m³
Paris,FR,2019-06-03 15:00:00+00:00,FR04014,no2,24.8,µg/m³
Paris,FR,2019-06-03 14:00:00+00:00,FR04014,no2,23.2,µg/m³
Paris,FR,2019-06-03 13:00:00+00:00,FR04014,no2,25.8,µg/m³
Paris,FR,2019-06-03 12:00:00+00:00,FR04014,no2,22.1,µg/m³
Paris,FR,2019-06-03 11:00:00+00:00,FR04014,no2,27.5,µg/m³
Paris,FR,2019-06-03 10:00:00+00:00,FR04014,no2,31.7,µg/m³
Paris,FR,2019-06-03 09:00:00+00:00,FR04014,no2,46.0,µg/m³
Paris,FR,2019-06-03 08:00:00+00:00,FR04014,no2,43.9,µg/m³
Paris,FR,2019-06-03 07:00:00+00:00,FR04014,no2,50.0,µg/m³
Paris,FR,2019-06-03 06:00:00+00:00,FR04014,no2,44.1,µg/m³
Paris,FR,2019-06-03 05:00:00+00:00,FR04014,no2,29.0,µg/m³
Paris,FR,2019-06-03 04:00:00+00:00,FR04014,no2,11.4,µg/m³
Paris,FR,2019-06-03 03:00:00+00:00,FR04014,no2,9.8,µg/m³
Paris,FR,2019-06-03 02:00:00+00:00,FR04014,no2,11.7,µg/m³
Paris,FR,2019-06-03 01:00:00+00:00,FR04014,no2,11.8,µg/m³
Paris,FR,2019-06-03 00:00:00+00:00,FR04014,no2,15.7,µg/m³
Paris,FR,2019-06-02 23:00:00+00:00,FR04014,no2,17.9,µg/m³
Paris,FR,2019-06-02 22:00:00+00:00,FR04014,no2,27.6,µg/m³
Paris,FR,2019-06-02 21:00:00+00:00,FR04014,no2,36.9,µg/m³
Paris,FR,2019-06-02 20:00:00+00:00,FR04014,no2,40.9,µg/m³
Paris,FR,2019-06-02 19:00:00+00:00,FR04014,no2,25.8,µg/m³
Paris,FR,2019-06-02 18:00:00+00:00,FR04014,no2,15.6,µg/m³
Paris,FR,2019-06-02 17:00:00+00:00,FR04014,no2,14.4,µg/m³
Paris,FR,2019-06-02 16:00:00+00:00,FR04014,no2,14.4,µg/m³
Paris,FR,2019-06-02 15:00:00+00:00,FR04014,no2,13.9,µg/m³
Paris,FR,2019-06-02 14:00:00+00:00,FR04014,no2,15.0,µg/m³
Paris,FR,2019-06-02 13:00:00+00:00,FR04014,no2,13.0,µg/m³
Paris,FR,2019-06-02 12:00:00+00:00,FR04014,no2,11.5,µg/m³
Paris,FR,2019-06-02 11:00:00+00:00,FR04014,no2,13.1,µg/m³
Paris,FR,2019-06-02 10:00:00+00:00,FR04014,no2,18.1,µg/m³
Paris,FR,2019-06-02 09:00:00+00:00,FR04014,no2,21.0,µg/m³
Paris,FR,2019-06-02 08:00:00+00:00,FR04014,no2,19.5,µg/m³
Paris,FR,2019-06-02 07:00:00+00:00,FR04014,no2,18.1,µg/m³
Paris,FR,2019-06-02 06:00:00+00:00,FR04014,no2,24.1,µg/m³
Paris,FR,2019-06-02 05:00:00+00:00,FR04014,no2,37.2,µg/m³
Paris,FR,2019-06-02 04:00:00+00:00,FR04014,no2,24.5,µg/m³
Paris,FR,2019-06-02 03:00:00+00:00,FR04014,no2,23.2,µg/m³
Paris,FR,2019-06-02 02:00:00+00:00,FR04014,no2,39.2,µg/m³
Paris,FR,2019-06-02 01:00:00+00:00,FR04014,no2,38.2,µg/m³
Paris,FR,2019-06-02 00:00:00+00:00,FR04014,no2,38.1,µg/m³
Paris,FR,2019-06-01 23:00:00+00:00,FR04014,no2,32.7,µg/m³
Paris,FR,2019-06-01 22:00:00+00:00,FR04014,no2,48.1,µg/m³
Paris,FR,2019-06-01 21:00:00+00:00,FR04014,no2,49.4,µg/m³
Paris,FR,2019-06-01 20:00:00+00:00,FR04014,no2,43.6,µg/m³
Paris,FR,2019-06-01 19:00:00+00:00,FR04014,no2,24.6,µg/m³
Paris,FR,2019-06-01 18:00:00+00:00,FR04014,no2,14.5,µg/m³
Paris,FR,2019-06-01 17:00:00+00:00,FR04014,no2,11.8,µg/m³
Paris,FR,2019-06-01 16:00:00+00:00,FR04014,no2,11.8,µg/m³
Paris,FR,2019-06-01 15:00:00+00:00,FR04014,no2,10.2,µg/m³
Paris,FR,2019-06-01 14:00:00+00:00,FR04014,no2,10.0,µg/m³
Paris,FR,2019-06-01 13:00:00+00:00,FR04014,no2,10.2,µg/m³
Paris,FR,2019-06-01 12:00:00+00:00,FR04014,no2,10.4,µg/m³
Paris,FR,2019-06-01 11:00:00+00:00,FR04014,no2,12.2,µg/m³
Paris,FR,2019-06-01 10:00:00+00:00,FR04014,no2,13.8,µg/m³
Paris,FR,2019-06-01 09:00:00+00:00,FR04014,no2,23.9,µg/m³
Paris,FR,2019-06-01 08:00:00+00:00,FR04014,no2,33.3,µg/m³
Paris,FR,2019-06-01 07:00:00+00:00,FR04014,no2,46.4,µg/m³
Paris,FR,2019-06-01 06:00:00+00:00,FR04014,no2,44.6,µg/m³
Paris,FR,2019-06-01 02:00:00+00:00,FR04014,no2,68.1,µg/m³
Paris,FR,2019-06-01 01:00:00+00:00,FR04014,no2,74.8,µg/m³
Paris,FR,2019-06-01 00:00:00+00:00,FR04014,no2,84.7,µg/m³
Paris,FR,2019-05-31 23:00:00+00:00,FR04014,no2,81.7,µg/m³
Paris,FR,2019-05-31 22:00:00+00:00,FR04014,no2,68.0,µg/m³
Paris,FR,2019-05-31 21:00:00+00:00,FR04014,no2,60.2,µg/m³
Paris,FR,2019-05-31 20:00:00+00:00,FR04014,no2,37.0,µg/m³
Paris,FR,2019-05-31 19:00:00+00:00,FR04014,no2,23.3,µg/m³
Paris,FR,2019-05-31 18:00:00+00:00,FR04014,no2,25.2,µg/m³
Paris,FR,2019-05-31 17:00:00+00:00,FR04014,no2,20.5,µg/m³
Paris,FR,2019-05-31 16:00:00+00:00,FR04014,no2,16.3,µg/m³
Paris,FR,2019-05-31 15:00:00+00:00,FR04014,no2,15.4,µg/m³
Paris,FR,2019-05-31 14:00:00+00:00,FR04014,no2,15.4,µg/m³
Paris,FR,2019-05-31 13:00:00+00:00,FR04014,no2,13.8,µg/m³
Paris,FR,2019-05-31 12:00:00+00:00,FR04014,no2,13.3,µg/m³
Paris,FR,2019-05-31 11:00:00+00:00,FR04014,no2,15.1,µg/m³
Paris,FR,2019-05-31 10:00:00+00:00,FR04014,no2,17.2,µg/m³
Paris,FR,2019-05-31 09:00:00+00:00,FR04014,no2,19.6,µg/m³
Paris,FR,2019-05-31 08:00:00+00:00,FR04014,no2,36.6,µg/m³
Paris,FR,2019-05-31 07:00:00+00:00,FR04014,no2,47.4,µg/m³
Paris,FR,2019-05-31 06:00:00+00:00,FR04014,no2,38.6,µg/m³
Paris,FR,2019-05-31 05:00:00+00:00,FR04014,no2,37.2,µg/m³
Paris,FR,2019-05-31 04:00:00+00:00,FR04014,no2,31.1,µg/m³
Paris,FR,2019-05-31 03:00:00+00:00,FR04014,no2,40.1,µg/m³
Paris,FR,2019-05-31 02:00:00+00:00,FR04014,no2,44.1,µg/m³
Paris,FR,2019-05-31 01:00:00+00:00,FR04014,no2,36.9,µg/m³
Paris,FR,2019-05-31 00:00:00+00:00,FR04014,no2,27.2,µg/m³
Paris,FR,2019-05-30 23:00:00+00:00,FR04014,no2,29.6,µg/m³
Paris,FR,2019-05-30 22:00:00+00:00,FR04014,no2,27.0,µg/m³
Paris,FR,2019-05-30 21:00:00+00:00,FR04014,no2,26.9,µg/m³
Paris,FR,2019-05-30 20:00:00+00:00,FR04014,no2,21.9,µg/m³
Paris,FR,2019-05-30 19:00:00+00:00,FR04014,no2,22.9,µg/m³
Paris,FR,2019-05-30 18:00:00+00:00,FR04014,no2,22.1,µg/m³
Paris,FR,2019-05-30 17:00:00+00:00,FR04014,no2,20.4,µg/m³
Paris,FR,2019-05-30 16:00:00+00:00,FR04014,no2,12.8,µg/m³
Paris,FR,2019-05-30 15:00:00+00:00,FR04014,no2,13.0,µg/m³
Paris,FR,2019-05-30 14:00:00+00:00,FR04014,no2,14.9,µg/m³
Paris,FR,2019-05-30 13:00:00+00:00,FR04014,no2,16.1,µg/m³
Paris,FR,2019-05-30 12:00:00+00:00,FR04014,no2,14.2,µg/m³
Paris,FR,2019-05-30 11:00:00+00:00,FR04014,no2,14.9,µg/m³
Paris,FR,2019-05-30 10:00:00+00:00,FR04014,no2,13.8,µg/m³
Paris,FR,2019-05-30 09:00:00+00:00,FR04014,no2,15.1,µg/m³
Paris,FR,2019-05-30 08:00:00+00:00,FR04014,no2,16.7,µg/m³
Paris,FR,2019-05-30 07:00:00+00:00,FR04014,no2,18.3,µg/m³
Paris,FR,2019-05-30 06:00:00+00:00,FR04014,no2,13.3,µg/m³
Paris,FR,2019-05-30 05:00:00+00:00,FR04014,no2,12.2,µg/m³
Paris,FR,2019-05-30 04:00:00+00:00,FR04014,no2,10.4,µg/m³
Paris,FR,2019-05-30 03:00:00+00:00,FR04014,no2,10.6,µg/m³
Paris,FR,2019-05-30 02:00:00+00:00,FR04014,no2,9.4,µg/m³
Paris,FR,2019-05-30 01:00:00+00:00,FR04014,no2,12.4,µg/m³
Paris,FR,2019-05-30 00:00:00+00:00,FR04014,no2,19.4,µg/m³
Paris,FR,2019-05-29 23:00:00+00:00,FR04014,no2,19.9,µg/m³
Paris,FR,2019-05-29 22:00:00+00:00,FR04014,no2,19.0,µg/m³
Paris,FR,2019-05-29 21:00:00+00:00,FR04014,no2,16.9,µg/m³
Paris,FR,2019-05-29 20:00:00+00:00,FR04014,no2,20.8,µg/m³
Paris,FR,2019-05-29 19:00:00+00:00,FR04014,no2,24.1,µg/m³
Paris,FR,2019-05-29 18:00:00+00:00,FR04014,no2,25.3,µg/m³
Paris,FR,2019-05-29 17:00:00+00:00,FR04014,no2,22.9,µg/m³
Paris,FR,2019-05-29 16:00:00+00:00,FR04014,no2,20.1,µg/m³
Paris,FR,2019-05-29 15:00:00+00:00,FR04014,no2,0.0,µg/m³
Paris,FR,2019-05-29 14:00:00+00:00,FR04014,no2,0.0,µg/m³
Paris,FR,2019-05-29 13:00:00+00:00,FR04014,no2,17.8,µg/m³
Paris,FR,2019-05-29 12:00:00+00:00,FR04014,no2,13.2,µg/m³
Paris,FR,2019-05-29 11:00:00+00:00,FR04014,no2,22.0,µg/m³
Paris,FR,2019-05-29 10:00:00+00:00,FR04014,no2,30.7,µg/m³
Paris,FR,2019-05-29 09:00:00+00:00,FR04014,no2,34.5,µg/m³
Paris,FR,2019-05-29 08:00:00+00:00,FR04014,no2,45.7,µg/m³
Paris,FR,2019-05-29 07:00:00+00:00,FR04014,no2,50.5,µg/m³
Paris,FR,2019-05-29 06:00:00+00:00,FR04014,no2,46.5,µg/m³
Paris,FR,2019-05-29 05:00:00+00:00,FR04014,no2,36.7,µg/m³
Paris,FR,2019-05-29 04:00:00+00:00,FR04014,no2,24.1,µg/m³
Paris,FR,2019-05-29 03:00:00+00:00,FR04014,no2,20.3,µg/m³
Paris,FR,2019-05-29 02:00:00+00:00,FR04014,no2,19.0,µg/m³
Paris,FR,2019-05-29 01:00:00+00:00,FR04014,no2,21.6,µg/m³
Paris,FR,2019-05-29 00:00:00+00:00,FR04014,no2,23.4,µg/m³
Paris,FR,2019-05-28 23:00:00+00:00,FR04014,no2,25.3,µg/m³
Paris,FR,2019-05-28 22:00:00+00:00,FR04014,no2,20.2,µg/m³
Paris,FR,2019-05-28 21:00:00+00:00,FR04014,no2,20.4,µg/m³
Paris,FR,2019-05-28 20:00:00+00:00,FR04014,no2,20.4,µg/m³
Paris,FR,2019-05-28 19:00:00+00:00,FR04014,no2,18.5,µg/m³
Paris,FR,2019-05-28 18:00:00+00:00,FR04014,no2,16.2,µg/m³
Paris,FR,2019-05-28 17:00:00+00:00,FR04014,no2,20.8,µg/m³
Paris,FR,2019-05-28 16:00:00+00:00,FR04014,no2,26.5,µg/m³
Paris,FR,2019-05-28 15:00:00+00:00,FR04014,no2,25.0,µg/m³
Paris,FR,2019-05-28 14:00:00+00:00,FR04014,no2,18.8,µg/m³
Paris,FR,2019-05-28 13:00:00+00:00,FR04014,no2,18.5,µg/m³
Paris,FR,2019-05-28 12:00:00+00:00,FR04014,no2,24.8,µg/m³
Paris,FR,2019-05-28 11:00:00+00:00,FR04014,no2,20.5,µg/m³
Paris,FR,2019-05-28 10:00:00+00:00,FR04014,no2,21.6,µg/m³
Paris,FR,2019-05-28 09:00:00+00:00,FR04014,no2,24.3,µg/m³
Paris,FR,2019-05-28 08:00:00+00:00,FR04014,no2,31.2,µg/m³
Paris,FR,2019-05-28 07:00:00+00:00,FR04014,no2,33.8,µg/m³
Paris,FR,2019-05-28 06:00:00+00:00,FR04014,no2,28.8,µg/m³
Paris,FR,2019-05-28 05:00:00+00:00,FR04014,no2,19.9,µg/m³
Paris,FR,2019-05-28 04:00:00+00:00,FR04014,no2,8.9,µg/m³
Paris,FR,2019-05-28 03:00:00+00:00,FR04014,no2,6.1,µg/m³
Paris,FR,2019-05-28 02:00:00+00:00,FR04014,no2,6.4,µg/m³
Paris,FR,2019-05-28 01:00:00+00:00,FR04014,no2,8.2,µg/m³
Paris,FR,2019-05-28 00:00:00+00:00,FR04014,no2,15.4,µg/m³
Paris,FR,2019-05-27 23:00:00+00:00,FR04014,no2,22.6,µg/m³
Paris,FR,2019-05-27 22:00:00+00:00,FR04014,no2,19.9,µg/m³
Paris,FR,2019-05-27 21:00:00+00:00,FR04014,no2,18.8,µg/m³
Paris,FR,2019-05-27 20:00:00+00:00,FR04014,no2,22.3,µg/m³
Paris,FR,2019-05-27 19:00:00+00:00,FR04014,no2,22.1,µg/m³
Paris,FR,2019-05-27 18:00:00+00:00,FR04014,no2,25.6,µg/m³
Paris,FR,2019-05-27 17:00:00+00:00,FR04014,no2,22.9,µg/m³
Paris,FR,2019-05-27 16:00:00+00:00,FR04014,no2,23.6,µg/m³
Paris,FR,2019-05-27 15:00:00+00:00,FR04014,no2,25.6,µg/m³
Paris,FR,2019-05-27 14:00:00+00:00,FR04014,no2,17.3,µg/m³
Paris,FR,2019-05-27 13:00:00+00:00,FR04014,no2,17.5,µg/m³
Paris,FR,2019-05-27 12:00:00+00:00,FR04014,no2,17.3,µg/m³
Paris,FR,2019-05-27 11:00:00+00:00,FR04014,no2,19.3,µg/m³
Paris,FR,2019-05-27 10:00:00+00:00,FR04014,no2,23.3,µg/m³
Paris,FR,2019-05-27 09:00:00+00:00,FR04014,no2,31.4,µg/m³
Paris,FR,2019-05-27 08:00:00+00:00,FR04014,no2,34.2,µg/m³
Paris,FR,2019-05-27 07:00:00+00:00,FR04014,no2,29.5,µg/m³
Paris,FR,2019-05-27 06:00:00+00:00,FR04014,no2,29.1,µg/m³
Paris,FR,2019-05-27 05:00:00+00:00,FR04014,no2,20.3,µg/m³
Paris,FR,2019-05-27 04:00:00+00:00,FR04014,no2,6.5,µg/m³
Paris,FR,2019-05-27 03:00:00+00:00,FR04014,no2,4.8,µg/m³
Paris,FR,2019-05-27 02:00:00+00:00,FR04014,no2,5.9,µg/m³
Paris,FR,2019-05-27 01:00:00+00:00,FR04014,no2,7.1,µg/m³
Paris,FR,2019-05-27 00:00:00+00:00,FR04014,no2,9.5,µg/m³
Paris,FR,2019-05-26 23:00:00+00:00,FR04014,no2,10.3,µg/m³
Paris,FR,2019-05-26 22:00:00+00:00,FR04014,no2,15.2,µg/m³
Paris,FR,2019-05-26 21:00:00+00:00,FR04014,no2,16.1,µg/m³
Paris,FR,2019-05-26 20:00:00+00:00,FR04014,no2,16.6,µg/m³
Paris,FR,2019-05-26 19:00:00+00:00,FR04014,no2,17.8,µg/m³
Paris,FR,2019-05-26 18:00:00+00:00,FR04014,no2,22.8,µg/m³
Paris,FR,2019-05-26 17:00:00+00:00,FR04014,no2,17.3,µg/m³
Paris,FR,2019-05-26 16:00:00+00:00,FR04014,no2,17.1,µg/m³
Paris,FR,2019-05-26 15:00:00+00:00,FR04014,no2,11.7,µg/m³
Paris,FR,2019-05-26 14:00:00+00:00,FR04014,no2,15.3,µg/m³
Paris,FR,2019-05-26 13:00:00+00:00,FR04014,no2,12.5,µg/m³
Paris,FR,2019-05-26 12:00:00+00:00,FR04014,no2,11.5,µg/m³
Paris,FR,2019-05-26 11:00:00+00:00,FR04014,no2,13.3,µg/m³
Paris,FR,2019-05-26 10:00:00+00:00,FR04014,no2,11.3,µg/m³
Paris,FR,2019-05-26 09:00:00+00:00,FR04014,no2,10.3,µg/m³
Paris,FR,2019-05-26 08:00:00+00:00,FR04014,no2,11.0,µg/m³
Paris,FR,2019-05-26 07:00:00+00:00,FR04014,no2,13.4,µg/m³
Paris,FR,2019-05-26 06:00:00+00:00,FR04014,no2,15.1,µg/m³
Paris,FR,2019-05-26 05:00:00+00:00,FR04014,no2,16.8,µg/m³
Paris,FR,2019-05-26 04:00:00+00:00,FR04014,no2,22.3,µg/m³
Paris,FR,2019-05-26 03:00:00+00:00,FR04014,no2,22.9,µg/m³
Paris,FR,2019-05-26 02:00:00+00:00,FR04014,no2,23.4,µg/m³
Paris,FR,2019-05-26 01:00:00+00:00,FR04014,no2,49.8,µg/m³
Paris,FR,2019-05-26 00:00:00+00:00,FR04014,no2,67.0,µg/m³
Paris,FR,2019-05-25 23:00:00+00:00,FR04014,no2,70.2,µg/m³
Paris,FR,2019-05-25 22:00:00+00:00,FR04014,no2,63.9,µg/m³
Paris,FR,2019-05-25 21:00:00+00:00,FR04014,no2,39.5,µg/m³
Paris,FR,2019-05-25 20:00:00+00:00,FR04014,no2,43.6,µg/m³
Paris,FR,2019-05-25 19:00:00+00:00,FR04014,no2,22.1,µg/m³
Paris,FR,2019-05-25 18:00:00+00:00,FR04014,no2,30.4,µg/m³
Paris,FR,2019-05-25 17:00:00+00:00,FR04014,no2,20.6,µg/m³
Paris,FR,2019-05-25 16:00:00+00:00,FR04014,no2,31.9,µg/m³
Paris,FR,2019-05-25 15:00:00+00:00,FR04014,no2,30.0,µg/m³
Paris,FR,2019-05-25 14:00:00+00:00,FR04014,no2,23.6,µg/m³
Paris,FR,2019-05-25 13:00:00+00:00,FR04014,no2,26.1,µg/m³
Paris,FR,2019-05-25 12:00:00+00:00,FR04014,no2,18.6,µg/m³
Paris,FR,2019-05-25 11:00:00+00:00,FR04014,no2,19.5,µg/m³
Paris,FR,2019-05-25 10:00:00+00:00,FR04014,no2,26.3,µg/m³
Paris,FR,2019-05-25 09:00:00+00:00,FR04014,no2,33.6,µg/m³
Paris,FR,2019-05-25 08:00:00+00:00,FR04014,no2,44.5,µg/m³
Paris,FR,2019-05-25 07:00:00+00:00,FR04014,no2,42.1,µg/m³
Paris,FR,2019-05-25 06:00:00+00:00,FR04014,no2,36.9,µg/m³
Paris,FR,2019-05-25 02:00:00+00:00,FR04014,no2,20.3,µg/m³
Paris,FR,2019-05-25 01:00:00+00:00,FR04014,no2,12.8,µg/m³
Paris,FR,2019-05-25 00:00:00+00:00,FR04014,no2,17.4,µg/m³
Paris,FR,2019-05-24 23:00:00+00:00,FR04014,no2,16.5,µg/m³
Paris,FR,2019-05-24 22:00:00+00:00,FR04014,no2,18.0,µg/m³
Paris,FR,2019-05-24 21:00:00+00:00,FR04014,no2,18.1,µg/m³
Paris,FR,2019-05-24 20:00:00+00:00,FR04014,no2,31.7,µg/m³
Paris,FR,2019-05-24 19:00:00+00:00,FR04014,no2,21.9,µg/m³
Paris,FR,2019-05-24 18:00:00+00:00,FR04014,no2,23.3,µg/m³
Paris,FR,2019-05-24 17:00:00+00:00,FR04014,no2,25.2,µg/m³
Paris,FR,2019-05-24 16:00:00+00:00,FR04014,no2,27.3,µg/m³
Paris,FR,2019-05-24 15:00:00+00:00,FR04014,no2,22.7,µg/m³
Paris,FR,2019-05-24 14:00:00+00:00,FR04014,no2,20.5,µg/m³
Paris,FR,2019-05-24 13:00:00+00:00,FR04014,no2,24.3,µg/m³
Paris,FR,2019-05-24 12:00:00+00:00,FR04014,no2,29.3,µg/m³
Paris,FR,2019-05-24 11:00:00+00:00,FR04014,no2,40.6,µg/m³
Paris,FR,2019-05-24 10:00:00+00:00,FR04014,no2,28.6,µg/m³
Paris,FR,2019-05-24 09:00:00+00:00,FR04014,no2,37.9,µg/m³
Paris,FR,2019-05-24 08:00:00+00:00,FR04014,no2,45.9,µg/m³
Paris,FR,2019-05-24 07:00:00+00:00,FR04014,no2,54.8,µg/m³
Paris,FR,2019-05-24 06:00:00+00:00,FR04014,no2,40.7,µg/m³
Paris,FR,2019-05-24 05:00:00+00:00,FR04014,no2,35.9,µg/m³
Paris,FR,2019-05-24 04:00:00+00:00,FR04014,no2,28.1,µg/m³
Paris,FR,2019-05-24 03:00:00+00:00,FR04014,no2,19.4,µg/m³
Paris,FR,2019-05-24 02:00:00+00:00,FR04014,no2,28.4,µg/m³
Paris,FR,2019-05-24 01:00:00+00:00,FR04014,no2,28.8,µg/m³
Paris,FR,2019-05-24 00:00:00+00:00,FR04014,no2,32.8,µg/m³
Paris,FR,2019-05-23 23:00:00+00:00,FR04014,no2,23.2,µg/m³
Paris,FR,2019-05-23 22:00:00+00:00,FR04014,no2,61.9,µg/m³
Paris,FR,2019-05-23 21:00:00+00:00,FR04014,no2,47.0,µg/m³
Paris,FR,2019-05-23 20:00:00+00:00,FR04014,no2,33.8,µg/m³
Paris,FR,2019-05-23 19:00:00+00:00,FR04014,no2,28.0,µg/m³
Paris,FR,2019-05-23 18:00:00+00:00,FR04014,no2,23.5,µg/m³
Paris,FR,2019-05-23 17:00:00+00:00,FR04014,no2,22.7,µg/m³
Paris,FR,2019-05-23 16:00:00+00:00,FR04014,no2,17.8,µg/m³
Paris,FR,2019-05-23 15:00:00+00:00,FR04014,no2,17.5,µg/m³
Paris,FR,2019-05-23 14:00:00+00:00,FR04014,no2,17.2,µg/m³
Paris,FR,2019-05-23 13:00:00+00:00,FR04014,no2,21.2,µg/m³
Paris,FR,2019-05-23 12:00:00+00:00,FR04014,no2,16.4,µg/m³
Paris,FR,2019-05-23 11:00:00+00:00,FR04014,no2,17.0,µg/m³
Paris,FR,2019-05-23 10:00:00+00:00,FR04014,no2,28.3,µg/m³
Paris,FR,2019-05-23 09:00:00+00:00,FR04014,no2,79.4,µg/m³
Paris,FR,2019-05-23 08:00:00+00:00,FR04014,no2,97.0,µg/m³
Paris,FR,2019-05-23 07:00:00+00:00,FR04014,no2,91.8,µg/m³
Paris,FR,2019-05-23 06:00:00+00:00,FR04014,no2,79.6,µg/m³
Paris,FR,2019-05-23 05:00:00+00:00,FR04014,no2,68.7,µg/m³
Paris,FR,2019-05-23 04:00:00+00:00,FR04014,no2,71.9,µg/m³
Paris,FR,2019-05-23 03:00:00+00:00,FR04014,no2,76.8,µg/m³
Paris,FR,2019-05-23 02:00:00+00:00,FR04014,no2,66.6,µg/m³
Paris,FR,2019-05-23 01:00:00+00:00,FR04014,no2,53.1,µg/m³
Paris,FR,2019-05-23 00:00:00+00:00,FR04014,no2,53.3,µg/m³
Paris,FR,2019-05-22 23:00:00+00:00,FR04014,no2,62.1,µg/m³
Paris,FR,2019-05-22 22:00:00+00:00,FR04014,no2,29.8,µg/m³
Paris,FR,2019-05-22 21:00:00+00:00,FR04014,no2,37.7,µg/m³
Paris,FR,2019-05-22 20:00:00+00:00,FR04014,no2,44.9,µg/m³
Paris,FR,2019-05-22 19:00:00+00:00,FR04014,no2,36.2,µg/m³
Paris,FR,2019-05-22 18:00:00+00:00,FR04014,no2,34.1,µg/m³
Paris,FR,2019-05-22 17:00:00+00:00,FR04014,no2,36.1,µg/m³
Paris,FR,2019-05-22 16:00:00+00:00,FR04014,no2,34.9,µg/m³
Paris,FR,2019-05-22 15:00:00+00:00,FR04014,no2,33.2,µg/m³
Paris,FR,2019-05-22 14:00:00+00:00,FR04014,no2,40.0,µg/m³
Paris,FR,2019-05-22 13:00:00+00:00,FR04014,no2,38.5,µg/m³
Paris,FR,2019-05-22 12:00:00+00:00,FR04014,no2,42.2,µg/m³
Paris,FR,2019-05-22 11:00:00+00:00,FR04014,no2,42.6,µg/m³
Paris,FR,2019-05-22 10:00:00+00:00,FR04014,no2,57.8,µg/m³
Paris,FR,2019-05-22 09:00:00+00:00,FR04014,no2,63.1,µg/m³
Paris,FR,2019-05-22 08:00:00+00:00,FR04014,no2,70.8,µg/m³
Paris,FR,2019-05-22 07:00:00+00:00,FR04014,no2,75.4,µg/m³
Paris,FR,2019-05-22 06:00:00+00:00,FR04014,no2,75.7,µg/m³
Paris,FR,2019-05-22 05:00:00+00:00,FR04014,no2,45.1,µg/m³
Paris,FR,2019-05-22 04:00:00+00:00,FR04014,no2,33.7,µg/m³
Paris,FR,2019-05-22 03:00:00+00:00,FR04014,no2,25.2,µg/m³
Paris,FR,2019-05-22 02:00:00+00:00,FR04014,no2,19.2,µg/m³
Paris,FR,2019-05-22 01:00:00+00:00,FR04014,no2,27.9,µg/m³
Paris,FR,2019-05-22 00:00:00+00:00,FR04014,no2,27.1,µg/m³
Paris,FR,2019-05-21 23:00:00+00:00,FR04014,no2,29.5,µg/m³
Paris,FR,2019-05-21 22:00:00+00:00,FR04014,no2,33.2,µg/m³
Paris,FR,2019-05-21 21:00:00+00:00,FR04014,no2,43.0,µg/m³
Paris,FR,2019-05-21 20:00:00+00:00,FR04014,no2,40.8,µg/m³
Paris,FR,2019-05-21 19:00:00+00:00,FR04014,no2,50.0,µg/m³
Paris,FR,2019-05-21 18:00:00+00:00,FR04014,no2,54.3,µg/m³
Paris,FR,2019-05-21 17:00:00+00:00,FR04014,no2,75.0,µg/m³
Paris,FR,2019-05-21 16:00:00+00:00,FR04014,no2,42.3,µg/m³
Paris,FR,2019-05-21 15:00:00+00:00,FR04014,no2,36.6,µg/m³
Paris,FR,2019-05-21 14:00:00+00:00,FR04014,no2,47.8,µg/m³
Paris,FR,2019-05-21 13:00:00+00:00,FR04014,no2,49.7,µg/m³
Paris,FR,2019-05-21 12:00:00+00:00,FR04014,no2,30.5,µg/m³
Paris,FR,2019-05-21 11:00:00+00:00,FR04014,no2,25.5,µg/m³
Paris,FR,2019-05-21 10:00:00+00:00,FR04014,no2,30.4,µg/m³
Paris,FR,2019-05-21 09:00:00+00:00,FR04014,no2,48.1,µg/m³
